Id,SalePrice
1461,123396.836
1462,157116.77
1463,177400.72
1464,191412.42
1465,188216.56
1466,177541.53
1467,178847.34
1468,169629.4
1469,182908.66
1470,123645.16
1471,202472.05
1472,94504.77
1473,99068.4
1474,150775.28
1475,120823.66
1476,359307.9
1477,245910.89
1478,293468.7
1479,267573.72
1480,470843.75
1481,341084.75
1482,202649.95
1483,179848.95
1484,165733.92
1485,175278.6
1486,195650.81
1487,317712.88
1488,234580.0
1489,201164.03
1490,220252.17
1491,187690.66
1492,93496.36
1493,183634.88
1494,289030.47
1495,282049.03
1496,241103.72
1497,178607.17
1498,157912.17
1499,157395.86
1500,157810.4
1501,175798.56
1502,150612.45
1503,295883.22
1504,240916.16
1505,223522.72
1506,187907.02
1507,242791.8
1508,187028.3
1509,162399.27
1510,148935.6
1511,143518.73
1512,176610.53
1513,142144.06
1514,151976.53
1515,178851.61
1516,150960.17
1517,157932.2
1518,130743.73
1519,227930.67
1520,135563.05
1521,133465.4
1522,172086.53
1523,113790.86
1524,124568.336
1525,120093.04
1526,119428.77
1527,101484.5
1528,128725.57
1529,144980.23
1530,164070.88
1531,111202.83
1532,106790.445
1533,147016.52
1534,118878.79
1535,146368.64
1536,110589.74
1537,72150.41
1538,151433.12
1539,192132.83
1540,115190.07
1541,141210.44
1542,139839.2
1543,211905.16
1544,79836.49
1545,103682.29
1546,130757.32
1547,133390.72
1548,131345.98
1549,110585.945
1550,139669.67
1551,115791.55
1552,132020.23
1553,144060.11
1554,114127.12
1555,168995.16
1556,95569.266
1557,113492.83
1558,88033.38
1559,94990.266
1560,143244.84
1561,144109.17
1562,128057.03
1563,122974.38
1564,154822.44
1565,146360.83
1566,227172.66
1567,76105.86
1568,222387.1
1569,143841.56
1570,137484.1
1571,119092.69
1572,146681.52
1573,245860.7
1574,119703.695
1575,221580.3
1576,233103.23
1577,198352.42
1578,143410.52
1579,145499.66
1580,194442.12
1581,146337.94
1582,130794.61
1583,333759.78
1584,232034.62
1585,141707.69
1586,68375.35
1587,99189.41
1588,145661.81
1589,99432.72
1590,138722.66
1591,98168.91
1592,121354.41
1593,123381.305
1594,132579.8
1595,119458.85
1596,227856.77
1597,179330.86
1598,194045.88
1599,167903.89
1600,173145.03
1601,69457.67
1602,110327.125
1603,85805.43
1604,264101.78
1605,250308.98
1606,170954.61
1607,163107.67
1608,218055.17
1609,195089.25
1610,159184.39
1611,145567.94
1612,168834.06
1613,169940.94
1614,123365.06
1615,90395.7
1616,79383.99
1617,88733.4
1618,124765.1
1619,140083.47
1620,168250.77
1621,138904.94
1622,141332.62
1623,268128.56
1624,214402.83
1625,123256.41
1626,164005.8
1627,188007.39
1628,277349.66
1629,174839.86
1630,340086.3
1631,210132.42
1632,242245.05
1633,166383.38
1634,186457.86
1635,179749.67
1636,160696.58
1637,187239.42
1638,195549.9
1639,183041.1
1640,264832.2
1641,173612.97
1642,225355.98
1643,221905.12
1644,228083.53
1645,187278.7
1646,158990.64
1647,157580.16
1648,134221.69
1649,141511.73
1650,114782.91
1651,118870.06
1652,96645.28
1653,96796.0
1654,149732.55
1655,147363.08
1656,145715.17
1657,149423.28
1658,145359.3
1659,127815.45
1660,152263.19
1661,466761.47
1662,390899.38
1663,381065.7
1664,451177.06
1665,306311.72
1666,320512.38
1667,370013.84
1668,332474.12
1669,295366.16
1670,347069.2
1671,267204.75
1672,449907.4
1673,293428.38
1674,241675.33
1675,187809.55
1676,192632.6
1677,217790.81
1678,426656.53
1679,398293.03
1680,337520.84
1681,241224.92
1682,301276.78
1683,180999.72
1684,170659.77
1685,172525.94
1686,173612.64
1687,164510.52
1688,187635.72
1689,189001.17
1690,187596.17
1691,177208.45
1692,264644.34
1693,164680.05
1694,183721.75
1695,164728.42
1696,282928.06
1697,170264.08
1698,355760.12
1699,313578.1
1700,246781.78
1701,261355.2
1702,256699.6
1703,264798.62
1704,285528.06
1705,223601.19
1706,407655.84
1707,216452.56
1708,213916.12
1709,275454.4
1710,216794.47
1711,259603.64
1712,250048.45
1713,275749.56
1714,224040.69
1715,200626.05
1716,184271.16
1717,168551.89
1718,135725.52
1719,202015.5
1720,235994.98
1721,163631.31
1722,123983.09
1723,161805.94
1724,214307.16
1725,236990.5
1726,190807.33
1727,166827.47
1728,180366.3
1729,165573.4
1730,150315.42
1731,124301.09
1732,130673.92
1733,117685.016
1734,125070.195
1735,133471.64
1736,120325.875
1737,292495.78
1738,217991.95
1739,274707.0
1740,228344.92
1741,196252.92
1742,172518.86
1743,169945.8
1744,283050.06
1745,204068.61
1746,183953.0
1747,207914.38
1748,218991.5
1749,158151.5
1750,132635.44
1751,237857.25
1752,125066.14
1753,143338.31
1754,186772.16
1755,171002.05
1756,125527.14
1757,120761.57
1758,147537.88
1759,167424.2
1760,171346.34
1761,142600.55
1762,177078.05
1763,169123.81
1764,119477.42
1765,158633.22
1766,174526.5
1767,219053.33
1768,144805.16
1769,173980.92
1770,143540.36
1771,128796.43
1772,138194.61
1773,128659.3
1774,134972.73
1775,136178.92
1776,122223.76
1777,116182.68
1778,136000.6
1779,117525.63
1780,173176.25
1781,131444.34
1782,94215.375
1783,138829.33
1784,93194.04
1785,115370.81
1786,131308.53
1787,158280.95
1788,59936.984
1789,91673.81
1790,84213.8
1791,187980.14
1792,154221.48
1793,137000.34
1794,140772.9
1795,132328.17
1796,118606.67
1797,112234.48
1798,121528.94
1799,114657.086
1800,129864.91
1801,124690.41
1802,124601.016
1803,146739.72
1804,141608.27
1805,138965.5
1806,119144.03
1807,130857.62
1808,119602.02
1809,122097.7
1810,145728.5
1811,107967.68
1812,99169.734
1813,124930.24
1814,93414.01
1815,56444.242
1816,96442.63
1817,111595.484
1818,139543.72
1819,122166.195
1820,67202.016
1821,109483.17
1822,141074.61
1823,55042.46
1824,135824.31
1825,134238.33
1826,104184.72
1827,104251.61
1828,139390.23
1829,117157.805
1830,135044.33
1831,144798.94
1832,105026.69
1833,142640.53
1834,123522.94
1835,133036.77
1836,126153.836
1837,93697.91
1838,127100.234
1839,91488.48
1840,155270.45
1841,140129.7
1842,88147.55
1843,135446.34
1844,132774.28
1845,141549.94
1846,156842.66
1847,172063.89
1848,56750.88
1849,105322.375
1850,124925.0
1851,157150.48
1852,129373.914
1853,136522.73
1854,168092.14
1855,150419.83
1856,217360.05
1857,151567.78
1858,134226.17
1859,117066.89
1860,150799.44
1861,116027.22
1862,299024.6
1863,287827.06
1864,287827.06
1865,329874.22
1866,328980.72
1867,239242.72
1868,293721.78
1869,208278.75
1870,234300.52
1871,243558.03
1872,175044.06
1873,230047.64
1874,145933.08
1875,203053.7
1876,194780.28
1877,211436.83
1878,208381.66
1879,129190.45
1880,137582.34
1881,245222.12
1882,248137.11
1883,194169.36
1884,205277.81
1885,245447.44
1886,290178.03
1887,207170.77
1888,271203.53
1889,165582.73
1890,129989.31
1891,139931.52
1892,107783.94
1893,136412.89
1894,129501.305
1895,137137.08
1896,122864.66
1897,121576.0
1898,109837.484
1899,145904.56
1900,142434.19
1901,164248.1
1902,132080.55
1903,206406.58
1904,132777.95
1905,192111.75
1906,167296.36
1907,195964.53
1908,111601.76
1909,139877.08
1910,123716.63
1911,202218.67
1912,277285.12
1913,145814.14
1914,59637.7
1915,304157.62
1916,67821.64
1917,260107.22
1918,139725.48
1919,168623.27
1920,157054.45
1921,415153.75
1922,312010.22
1923,209941.53
1924,226784.75
1925,211810.4
1926,387969.47
1927,133040.95
1928,158119.67
1929,127453.21
1930,134504.88
1931,145969.97
1932,140644.2
1933,169065.77
1934,181548.61
1935,174478.4
1936,185860.47
1937,182962.2
1938,175342.47
1939,241122.11
1940,190398.89
1941,178709.58
1942,188232.19
1943,200417.03
1944,333691.7
1945,374047.5
1946,142248.75
1947,314776.88
1948,165420.8
1949,250090.9
1950,174557.95
1951,242914.78
1952,215623.3
1953,168631.95
1954,180142.83
1955,131964.34
1956,270275.6
1957,153233.95
1958,310292.7
1959,142727.22
1960,114521.58
1961,118494.74
1962,96304.68
1963,102536.72
1964,108481.67
1965,147647.81
1966,144148.34
1967,283414.97
1968,421672.2
1969,389033.56
1970,436675.72
1971,427686.0
1972,376668.2
1973,262278.03
1974,310848.03
1975,430469.78
1976,264778.16
1977,363554.06
1978,384425.62
1979,321819.62
1980,194768.39
1981,330311.16
1982,223271.11
1983,201096.52
1984,168094.06
1985,215862.98
1986,216429.23
1987,175749.61
1988,180004.75
1989,190850.1
1990,215353.05
1991,227684.73
1992,209511.3
1993,168564.75
1994,233073.0
1995,183802.55
1996,251110.2
1997,308056.53
1998,332764.38
1999,255289.72
2000,314700.94
2001,266493.2
2002,258092.16
2003,255025.45
2004,265207.03
2005,216722.33
2006,224201.42
2007,249095.94
2008,217459.78
2009,194517.8
2010,194442.12
2011,141361.34
2012,177829.61
2013,181635.89
2014,191145.9
2015,198827.22
2016,197032.31
2017,201469.48
2018,125928.336
2019,133306.66
2020,115326.484
2021,110850.766
2022,179286.05
2023,138613.81
2024,247424.42
2025,353768.38
2026,177587.42
2027,156473.03
2028,149400.62
2029,169222.72
2030,272395.62
2031,226584.78
2032,250920.61
2033,266073.16
2034,160562.08
2035,209230.16
2036,181984.92
2037,186573.67
2038,273159.4
2039,205841.81
2040,310724.75
2041,268903.94
2042,202960.19
2043,172303.8
2044,166162.97
2045,218712.25
2046,136678.53
2047,141750.0
2048,136640.88
2049,137043.73
2050,173438.88
2051,105450.625
2052,127577.375
2053,146430.36
2054,84625.03
2055,160727.38
2056,143038.44
2057,119369.56
2058,224868.22
2059,133536.83
2060,170782.86
2061,173462.03
2062,133304.75
2063,112493.8
2064,141756.62
2065,119745.03
2066,168165.25
2067,128238.516
2068,137400.2
2069,81298.93
2070,108459.33
2071,95031.945
2072,136564.8
2073,144618.7
2074,187556.47
2075,143889.44
2076,115648.52
2077,153644.84
2078,128436.18
2079,134432.55
2080,120325.984
2081,124685.055
2082,123149.37
2083,139954.88
2084,115156.13
2085,123299.195
2086,117089.22
2087,121106.41
2088,103220.664
2089,80590.75
2090,129388.59
2091,123165.34
2092,125816.58
2093,121090.94
2094,112270.336
2095,146559.17
2096,80423.07
2097,91630.72
2098,143084.42
2099,58252.75
2100,98875.28
2101,123469.586
2102,128139.25
2103,102485.69
2104,128621.15
2105,121650.92
2106,72870.61
2107,213206.95
2108,116560.68
2109,113353.5
2110,134530.16
2111,146856.62
2112,142226.78
2113,120647.15
2114,115986.4
2115,158080.92
2116,120773.77
2117,150258.95
2118,124623.0
2119,109452.48
2120,120268.74
2121,113759.83
2122,109211.414
2123,88242.59
2124,164876.48
2125,128234.36
2126,151285.31
2127,147467.69
2128,124585.33
2129,99148.74
2130,135373.9
2131,144551.42
2132,122456.41
2133,125222.37
2134,120163.04
2135,100471.05
2136,91321.46
2137,107737.695
2138,137122.95
2139,155679.55
2140,138227.83
2141,143652.52
2142,126604.234
2143,141527.94
2144,117601.31
2145,136520.64
2146,163345.22
2147,149550.6
2148,130952.375
2149,138906.53
2150,221232.33
2151,110123.62
2152,178707.02
2153,163757.61
2154,109410.734
2155,130571.4
2156,262374.62
2157,241958.75
2158,237562.1
2159,199763.28
2160,169722.45
2161,241235.28
2162,382520.66
2163,369868.5
2164,243237.7
2165,195516.14
2166,149737.11
2167,213489.36
2168,201830.64
2169,192610.0
2170,217891.36
2171,147320.8
2172,135778.47
2173,167609.03
2174,229699.95
2175,291421.56
2176,318825.9
2177,247938.64
2178,210683.23
2179,141560.19
2180,223252.81
2181,188902.78
2182,224353.7
2183,194060.69
2184,126757.914
2185,124453.16
2186,149129.73
2187,155422.61
2188,153083.5
2189,235858.4
2190,83649.25
2191,85078.836
2192,94595.664
2193,100640.21
2194,103889.74
2195,113532.77
2196,106461.49
2197,117011.75
2198,160077.4
2199,168649.97
2200,138596.23
2201,129795.08
2202,193830.05
2203,138757.58
2204,177822.98
2205,112028.195
2206,135127.28
2207,185036.48
2208,239212.14
2209,201516.38
2210,115724.87
2211,116045.26
2212,112421.3
2213,102286.59
2214,133798.8
2215,105137.625
2216,142931.67
2217,76031.14
2218,79473.836
2219,69342.64
2220,73299.82
2221,307585.97
2222,260687.33
2223,310327.9
2224,211286.86
2225,126057.38
2226,186462.48
2227,206319.6
2228,273467.75
2229,239015.58
2230,157904.94
2231,214367.45
2232,183463.5
2233,181110.92
2234,236752.4
2235,223450.05
2236,273002.38
2237,366705.38
2238,198468.22
2239,108173.81
2240,162378.36
2241,154674.56
2242,128904.805
2243,124238.05
2244,96858.89
2245,96565.22
2246,143323.14
2247,107833.7
2248,127698.61
2249,125152.766
2250,132711.61
2251,117320.484
2252,174344.17
2253,153270.19
2254,175065.94
2255,187476.89
2256,180871.52
2257,201774.83
2258,171949.89
2259,179678.7
2260,149267.89
2261,187662.92
2262,201418.95
2263,353640.53
2264,444439.84
2265,163472.38
2266,286137.3
2267,365107.88
2268,380258.3
2269,154412.22
2270,182530.69
2271,218390.86
2272,201416.84
2273,168048.22
2274,176297.03
2275,167560.45
2276,188503.27
2277,177989.77
2278,146637.33
2279,121381.37
2280,118475.08
2281,174446.45
2282,188885.84
2283,99478.625
2284,109652.87
2285,139836.53
2286,127615.7
2287,338895.5
2288,272102.75
2289,393673.4
2290,465759.62
2291,314223.5
2292,425568.7
2293,425211.7
2294,423053.38
2295,448313.7
2296,290805.78
2297,299680.94
2298,326972.34
2299,395041.25
2300,321663.75
2301,277991.56
2302,244308.03
2303,240857.36
2304,236458.39
2305,185627.17
2306,186009.94
2307,191512.3
2308,223785.72
2309,278194.72
2310,204048.56
2311,196024.34
2312,176009.42
2313,174002.66
2314,170907.66
2315,173978.27
2316,191105.08
2317,185651.25
2318,176691.4
2319,175893.81
2320,192546.27
2321,234596.78
2322,177752.45
2323,180191.62
2324,169800.8
2325,211827.36
2326,167812.48
2327,207322.36
2328,224595.19
2329,187463.47
2330,180343.42
2331,377296.62
2332,402451.8
2333,329472.72
2334,257236.53
2335,260475.6
2336,323265.97
2337,203884.39
2338,275255.34
2339,223879.42
2340,399473.4
2341,222523.08
2342,232888.6
2343,227702.53
2344,229041.75
2345,239935.73
2346,209543.08
2347,196860.64
2348,233668.12
2349,174061.08
2350,290488.16
2351,254242.78
2352,259471.97
2353,249869.9
2354,127221.51
2355,138901.62
2356,149115.8
2357,203108.5
2358,196970.88
2359,126760.69
2360,119232.016
2361,143105.58
2362,270330.75
2363,138936.61
2364,152527.7
2365,225299.05
2366,187571.31
2367,224354.98
2368,207356.56
2369,224336.6
2370,168752.94
2371,172449.12
2372,187738.28
2373,272897.72
2374,296896.28
2375,250833.75
2376,264243.38
2377,290021.44
2378,149312.31
2379,192494.12
2380,146285.2
2381,164775.25
2382,198072.66
2383,212892.42
2384,246180.97
2385,163794.78
2386,136365.28
2387,136190.61
2388,100969.95
2389,124021.055
2390,146703.9
2391,137621.58
2392,113858.055
2393,166348.47
2394,144788.45
2395,202033.23
2396,147092.1
2397,217062.78
2398,127894.95
2399,58921.77
2400,61149.395
2401,111092.48
2402,140402.31
2403,133614.53
2404,156094.77
2405,162876.69
2406,138439.03
2407,127275.875
2408,140061.3
2409,127124.6
2410,157615.47
2411,122067.664
2412,152468.36
2413,134213.5
2414,137034.45
2415,128250.016
2416,122655.1
